file_path,rf
/exp/day2/data/j_1245502.txt,5
/exp/day2/data/j_1245541.txt,5
/exp/day2/data/j_1246197.txt,0
/exp/day2/data/j_1246649.txt,5
/exp/day2/data/j_1247116.txt,3
/exp/day2/data/j_1247272.txt,5
/exp/day2/data/j_1247340.txt,5
/exp/day2/data/j_1247593.txt,5
/exp/day2/data/j_1248008.txt,5
/exp/day2/data/j_1248194.txt,3
/exp/day2/data/j_1248235.txt,3
/exp/day2/data/j_1248617.txt,3
/exp/day2/data/j_1249107.txt,4
/exp/day2/data/j_1249194.txt,3
/exp/day2/data/j_124953.txt,5
/exp/day2/data/j_1249798.txt,3
/exp/day2/data/j_1250257.txt,4
/exp/day2/data/j_1250402.txt,5
/exp/day2/data/j_1250452.txt,5
/exp/day2/data/j_12508.txt,5
/exp/day2/data/j_1251610.txt,4
/exp/day2/data/j_1251648.txt,5
/exp/day2/data/j_1252068.txt,3
/exp/day2/data/j_125215.txt,5
/exp/day2/data/j_1253101.txt,5
/exp/day2/data/j_1253481.txt,3
/exp/day2/data/j_1253495.txt,5
/exp/day2/data/j_1253805.txt,4
/exp/day2/data/j_1253820.txt,3
/exp/day2/data/j_1253984.txt,0
/exp/day2/data/j_1254183.txt,5
/exp/day2/data/j_1254960.txt,5
/exp/day2/data/j_1256541.txt,5
/exp/day2/data/j_1256718.txt,5
/exp/day2/data/j_1257103.txt,5
/exp/day2/data/j_1257668.txt,5
/exp/day2/data/j_1257761.txt,3
/exp/day2/data/j_1257961.txt,3
/exp/day2/data/j_1258398.txt,5
/exp/day2/data/j_1258972.txt,0
/exp/day2/data/j_1258973.txt,3
/exp/day2/data/j_1259016.txt,5
/exp/day2/data/j_1259416.txt,3
/exp/day2/data/j_1260037.txt,0
