file_id,rf
j_1451139,5
j_1451280,5
j_1451713,5
j_1451856,3
j_1452713,5
j_1453189,3
j_1453609,5
j_1453746,3
j_1454285,3
j_1456046,3
j_1457127,4
j_1457256,4
j_1457332,0
j_145749,3
j_1457754,4
j_1458877,0
j_1458963,3
j_145942,5
j_1459464,0
j_1459577,3
j_1459587,5
j_1460890,0
j_1461156,3
j_1461464,0
j_1461795,5
j_1462234,2
j_1462575,4
j_1462592,3
j_1462745,2
j_1463127,5
j_1463470,5
j_1463575,4
j_1463970,3
j_1464170,4
j_1464306,0
j_1464422,5
j_14649,3
j_1465387,3
j_146593,0
j_1466144,5
j_1466549,4
j_1466556,3
j_1466684,3
j_1466739,5
j_1466874,5
j_1466932,5
j_1467862,3
j_1467886,0
j_1469270,3
j_1469606,0
j_1469881,3
j_1469936,5
j_147033,5
j_1470740,5
j_1471374,3
j_1471840,3
j_1471910,0
j_1472309,3
j_1472508,0
j_1474026,3
j_1474079,3
j_1474157,3
j_1474229,3
j_1474736,5
j_1474894,3
j_147518,5
j_1475619,5
j_147567,5
j_1475820,0
j_1476654,5
j_1476669,5
j_1476671,4
j_1477247,4
j_1477939,3
j_1478166,5
j_1478506,5
j_1478663,4
j_1479745,5
j_1480446,3
j_1481337,3
j_1482021,3
j_1482275,0
j_1482525,5
j_1482659,5
j_1482719,5
j_1483094,0
j_1483465,5
j_1483596,3
j_1483820,5
j_1484269,3
j_1484488,3
j_1485385,5
j_1485452,4
j_148546,5
j_1485693,5
j_1485966,3
j_1486558,4
j_148685,4
j_1487045,3
j_148725,3
j_1487295,0
j_1487421,5
j_1488455,2
j_1489084,5
j_1490379,3
j_1490448,3
j_1491474,3
j_1491781,5
j_1492195,5
j_149223,5
j_1492298,3
j_1492386,4
j_1492406,3
j_1492657,4
j_1493225,5
j_149326,5
j_1494292,3
j_1494685,3
j_1494952,3
j_1495073,0
j_1495273,3
j_1495358,3
j_149553,0
j_1495853,2
j_1496122,0
j_1496180,5
j_1496918,5
j_1497075,2
j_1497143,0
j_1497745,5
j_1498183,5
j_1498763,3
j_1499263,3
j_1499612,3
j_1500693,5
j_1501617,0
j_1501744,3
j_1502143,3
j_1502268,4
j_1502381,0
j_1503682,0
j_1504208,4
j_1504592,4
j_1505006,0
j_1505444,3
j_1506172,4
j_150622,5
j_1506692,5
j_1507001,5
j_1507165,3
j_1507614,3
j_150827,3
j_1508582,5
j_1508809,0
j_1509007,0
j_1510164,5
j_1510224,2
j_1510344,3
j_1510665,4
j_1510933,5
j_1511350,4
j_1511358,5
j_151170,3
j_1512432,5
j_1512580,3
j_1512641,0
j_1512844,4
j_1512918,3
j_1514171,0
j_1514292,3
j_1514414,5
j_1514454,5
j_1515319,5
j_1515717,4
j_1515857,4
j_1515921,2
j_1516413,5
j_1516664,5
j_1516681,4
j_1518599,5
j_151860,3
j_1518856,0
j_1519229,5
j_1519434,5
j_1520125,4
j_1520367,3
j_1520374,0
j_1520870,2
j_1522032,2
j_1522756,0
j_1523057,2
j_1523184,5
j_1523515,3
j_1523547,4
j_1523698,4
j_1523799,5
j_15242,5
j_1524200,3
j_1524985,0
j_1525396,0
j_1525606,5
j_152578,4
j_1525888,3
j_1526363,5
j_152647,2
j_1527019,0
j_1527260,2
j_1527464,5
j_1527734,4
j_1528338,5
j_1528463,4
j_1529317,5
j_1530509,3
j_1530981,5
j_1531455,3
j_1532428,3
j_1533437,0
j_1533952,3
j_1533998,5
j_1534067,4
j_1534918,3
j_1535188,3
j_1535287,3
j_1535914,4
j_1536965,4
j_1537570,5
j_1537934,4
j_1538054,3
j_1538117,0
j_1538907,5
j_1539263,5
j_1539669,3
j_1539864,5
j_1540981,4
j_1541071,3
j_1541474,3
j_1542600,5
j_1542935,3
j_1543036,5
j_1543217,5
j_1543353,4
j_1543652,3
j_1544244,3
j_1544578,5
j_154468,5
j_1544746,4
j_1545580,5
j_1545629,3
j_1545792,0
j_1545821,5
j_1546155,3
j_1546684,5
j_1547506,3
j_1547618,3
j_1549351,0
j_1549505,0
j_1550437,3
j_1550479,4
j_1551487,5
j_1551638,3
j_1551675,0
j_1551849,4
j_1552249,5
j_1552756,5
j_1553287,3
j_1553952,0
j_1555361,0
j_1555578,3
j_1556000,2
j_1556182,2
j_1556621,5
j_1557471,3
j_1557480,5
j_1557680,5
j_1558183,0
j_155836,4
j_1558799,2
j_1559026,3
j_1559108,4
j_155977,4
j_1559983,0
j_156147,4
j_156149,2
j_1561534,3
j_1561798,2
j_1562465,5
j_1562998,0
j_1563028,3
j_1563451,0
j_1563868,3
j_1563970,3
j_1564325,3
j_1564645,0
j_1564872,0
j_1564896,3
j_1566159,3
j_1566580,4
j_1566596,5
j_1566840,5
j_156711,0
j_1567624,5
j_1569393,5
j_1569586,4
j_156988,3
j_156989,2
j_1570388,3
j_1571273,5
j_1572770,4
j_1573405,5
j_1573722,3
j_1573897,5
j_1574131,3
j_1574307,5
j_1574318,4
j_157438,3
j_157513,3
j_1575790,3
j_1575905,0
j_1576018,0
j_1576409,2
j_1576749,0
j_1577116,3
j_1577611,5
j_157813,4
j_15784,5
j_1578508,3
j_1578587,3
j_1579321,5
j_1579791,3
j_1579915,3
j_1580065,3
j_1580156,0
j_1580960,3
j_1581328,5
j_1581809,4
j_1581902,3
j_1581951,5
j_1582063,4
j_1582505,4
j_1582569,3
j_1583093,3
j_1583851,5
j_1584324,0
j_1584371,5
j_158527,4
j_1585620,3
j_1585776,3
j_1585906,4
j_1587524,0
j_1587973,3
j_1588283,2
j_1588354,3
j_1589095,3
j_1589471,5
j_1589946,3
j_1590771,5
j_1591027,2
j_1591462,5
j_1591482,3
j_159161,5
j_1592494,0
j_1592747,5
j_1593128,0
j_1593424,3
j_1593567,0
j_1593590,5
j_1593831,3
j_1594692,5
j_159480,0
j_1595899,4
j_1595924,3
j_1596099,0
j_1596469,4
j_1596602,3
j_15968,2
j_1596889,0
j_1598653,5
j_1599218,5
j_1599513,5
j_1601124,5
j_1601352,0
j_160200,4
j_1602172,3
j_160262,3
j_1602697,5
j_1602765,3
j_160331,5
j_1603334,5
j_160357,3
j_1603609,3
j_1604266,3
j_1604860,5
j_1605140,3
j_1605555,5
j_1605678,5
j_1605915,2
j_1606044,5
j_160607,5
j_1606299,5
j_1606397,3
j_1607358,3
j_1608598,4
